customer_id,signup_date,acquisition_channel,country,is_active,age
C05127,07-28-2024,Paid Ads,Tanzania,1,43
C05128,12-16-2023,Organic,Tanzania,1,30
C05129,01-24-2024,Organic,Rwanda,1,39
C05130,09/02/2024,Email,Uganda,1,
C05131,06/06/2024,Paid Ads,Rwanda,1,25
C05132,2023-06-15,Paid Ads,Uganda,1,41
C05133,2023-10-21,Organic,Uganda,0,43
C05134,17/02/2024,Organic,Uganda,1,
C05135,2024-05-12,Referral,Kenya,1,58
C05136,2023-06-14,Organic,Kenya,1,58
C05137,2023-08-29,Paid Ads,Tanzania,1,20
C05138,05/07/2024,Organic,Uganda,1,24
C05139,20/05/2023,Paid Ads,Uganda,1,19
C05140,2023-05-24,Referral,Uganda,1,50
C05141,03-24-2024,Paid Ads,Kenya,0,29
C05142,2023-07-05,Organic,Tanzania,1,
C05143,2023-11-25,Paid Ads,Kenya,1,29
C05144,2023-07-14,Email,Rwanda,1,27
C05145,08-29-2023,Paid Ads,Rwanda,1,58
C05146,2023-08-19,Email,Rwanda,1,44
C05147,05-03-2024,Paid Ads,Tanzania,0,35
C05148,2024-03-30,Email,Rwanda,1,21
C05149,11-09-2023,Paid Ads,Tanzania,1,57
C05150,2023-11-22,Organic,Kenya,0,40
C05151,2023-09-27,Organic,Kenya,1,38
C05152,2023-06-15,Organic,Tanzania,1,53
C05153,10/01/2024,Referral,Kenya,1,47
C05154,10-29-2023,Email,Kenya,1,
C05155,2023-02-16,Paid Ads,Tanzania,1,38
C05156,2023-12-30,Organic,Rwanda,1,40
C05157,06-26-2024,Organic,Tanzania,1,38
C05158,21/10/2023,Email,Uganda,1,25
C05159,07-26-2024,Paid Ads,Kenya,1,56
C05160,01/01/2023,Organic,Tanzania,1,30
C05161,02-06-2024,Paid Ads,Kenya,1,57
C05162,11/02/2023,Organic,Rwanda,0,39
C05163,05-09-2023,Organic,Kenya,1,24
C05164,2024-07-25,Paid Ads,Tanzania,1,41
C05165,2024-02-06,Organic,Rwanda,1,22
C05166,01-22-2024,Referral,Rwanda,1,43
C05167,2024-02-15,Organic,Rwanda,1,27
C05168,2023-11-15,Organic,Uganda,0,28
C05169,2024-03-22,Organic,Tanzania,1,57
C05170,03-30-2023,Email,Tanzania,0,55
C05171,03-01-2024,Paid Ads,Rwanda,0,28
C05172,2023-12-01,Paid Ads,Kenya,1,
C05173,07-08-2024,Organic,Rwanda,1,47
C05174,2023-05-09,Organic,Uganda,1,21
C05175,01-16-2024,Paid Ads,Rwanda,1,19
C05176,09-23-2023,Email,Tanzania,1,30
C05177,2023-02-12,Email,Rwanda,0,56
C05178,2024-02-06,Organic,Kenya,1,34
C05179,08-06-2024,Paid Ads,Tanzania,1,40
C05180,12-09-2023,Referral,Kenya,1,62
C05181,07-04-2024,Organic,Rwanda,0,27
C05182,2023-10-02,Email,Tanzania,1,30
C05183,2024-01-30,Organic,Uganda,0,59
C05184,06-09-2024,Referral,Tanzania,0,56
C05185,08-05-2024,Email,Kenya,1,59
C05186,2023-08-27,Referral,Tanzania,1,46
C05187,2024-05-06,Paid Ads,Uganda,1,33
C05188,03-14-2024,Organic,Uganda,1,20
C05189,05-25-2024,Referral,Uganda,1,53
C05190,2024-01-02,Organic,Uganda,1,21
C05191,2023-02-09,Organic,Kenya,1,53
C05192,05/03/2023,Email,Tanzania,1,33
C05193,2023-04-17,Email,Rwanda,1,58
C05194,2023-12-29,Referral,Uganda,1,23
C05195,03-16-2023,Organic,Rwanda,1,59
C05196,11/05/2023,Email,Rwanda,0,45
C05197,10-03-2023,Email,Tanzania,1,53
C05198,2023-05-08,Organic,Rwanda,1,40
C05199,10-13-2023,Organic,Rwanda,1,29
C05200,05/06/2024,Organic,Kenya,0,59
C05201,07/07/2023,Organic,Rwanda,1,48
C05202,19/12/2023,Referral,Tanzania,1,29
C05203,2023-02-09,Paid Ads,Rwanda,1,49
C05204,23/04/2023,Email,Tanzania,1,42
C05205,13/04/2023,Referral,Uganda,0,46
C05206,09-12-2023,Organic,Rwanda,1,36
C05207,07-03-2024,Email,Rwanda,1,39
C05208,2024-07-21,Paid Ads,Rwanda,1,41
C05209,11/08/2024,Email,Uganda,1,50
C05210,2024-01-29,Organic,Kenya,1,53
C05211,03-10-2024,Referral,Rwanda,1,62
C05212,05-13-2023,Organic,Tanzania,1,57
C05213,03/04/2024,Organic,Kenya,1,63
C05214,21/11/2023,Email,Kenya,1,33
C05215,30/12/2023,Organic,Kenya,0,19
C05216,24/06/2024,Paid Ads,Rwanda,1,25
C05217,04-26-2023,Paid Ads,Uganda,1,30
C05218,01-19-2024,Email,Uganda,1,47
C05219,27/03/2024,Organic,Rwanda,1,18
C05220,24/02/2023,Organic,Tanzania,0,29
C05221,07-30-2023,Organic,Tanzania,1,24
C05222,06-09-2024,Paid Ads,Tanzania,0,
C05223,2024-01-14,Organic,Rwanda,1,31
C05224,16/07/2024,Organic,Uganda,0,59
C05225,28/03/2023,Organic,Rwanda,1,52
C05226,06-15-2024,Organic,Uganda,1,45
C05227,11-09-2023,Paid Ads,Kenya,1,29
C05228,04/01/2023,Email,Rwanda,1,57
C05229,15/09/2023,Organic,Uganda,1,
C05230,08/12/2023,Paid Ads,Kenya,0,41
C05231,12/04/2024,Paid Ads,Kenya,1,18
C05232,26/01/2023,Paid Ads,Rwanda,1,34
C05233,2023-09-06,Email,Uganda,0,55
C05234,05/09/2023,Paid Ads,Kenya,1,45
C05235,02/10/2023,Paid Ads,Rwanda,1,50
C05236,04/01/2024,Organic,Kenya,1,41
C05237,2024-01-30,Paid Ads,Tanzania,1,64
C05238,01-27-2023,Paid Ads,Rwanda,0,62
C05239,07-15-2023,Organic,Kenya,0,23
C05240,05-23-2023,Organic,Rwanda,1,38
C05241,07-14-2023,Referral,Rwanda,1,62
C05242,04-24-2024,Paid Ads,Uganda,1,21
C05243,19/01/2024,Paid Ads,Uganda,0,50
C05244,02-25-2024,Referral,Kenya,1,27
C05245,29/05/2024,Email,Rwanda,1,53
C05246,20/03/2024,Paid Ads,Rwanda,1,30
C05247,2024-03-20,Email,Tanzania,1,53
C05248,03/06/2023,Email,Rwanda,1,
C05249,01/01/2024,Paid Ads,Uganda,0,26
C05250,01-14-2023,Paid Ads,Rwanda,1,48
C05251,10-07-2023,Organic,Uganda,0,21
C05252,2024-07-03,Referral,Tanzania,1,37
C05253,29/04/2024,Paid Ads,Kenya,0,25
C05254,2023-02-28,Organic,Uganda,1,44
C05255,10/03/2024,Email,Kenya,1,53
C05256,08-15-2023,Paid Ads,Kenya,1,26
C05257,01-28-2023,Organic,Kenya,1,60
C05258,2024-08-01,Paid Ads,Kenya,0,41
C05259,2023-11-07,Paid Ads,Uganda,1,54
C05260,02/08/2023,Email,Tanzania,1,58
C05261,2023-10-15,Organic,Rwanda,0,57
C05262,29/01/2023,Email,Uganda,0,47
C05263,11/01/2023,Paid Ads,Tanzania,1,43
C05264,12/03/2024,Organic,Rwanda,0,21
C05265,2023-03-21,Referral,Kenya,1,18
C05266,07/06/2023,Paid Ads,Rwanda,1,37
C05267,06-23-2023,Organic,Rwanda,1,45
C05268,07-26-2024,Paid Ads,Tanzania,1,62
C05269,28/07/2023,Email,Rwanda,1,41
C05270,2023-07-30,Organic,Kenya,1,45
C05271,03/04/2023,Organic,Uganda,1,45
C05272,10-04-2023,Organic,Uganda,0,22
C05273,06-22-2024,Organic,Tanzania,1,49
C05274,06-14-2023,Email,Kenya,0,47
C05275,03-14-2024,Paid Ads,Kenya,1,38
C05276,10-15-2023,Organic,Rwanda,1,59
C05277,10-07-2023,Organic,Tanzania,1,33
C05278,2023-08-13,Organic,Kenya,1,25
C05279,2023-11-18,Referral,Kenya,0,29
C05280,04-30-2023,Organic,Kenya,1,49
C05281,17/01/2023,Referral,Uganda,1,42
C05282,06-01-2024,Paid Ads,Uganda,0,20
C05283,03-18-2023,Organic,Uganda,1,43
C05284,17/01/2023,Email,Rwanda,1,53
C05285,2023-11-24,Paid Ads,Rwanda,1,34
C05286,2024-05-22,Email,Rwanda,0,44
C05287,2024-05-26,Referral,Kenya,0,39
C05288,21/07/2023,Organic,Uganda,1,62
C05289,01-18-2024,Organic,Kenya,1,55
C05290,05-04-2023,Email,Kenya,0,52
C05291,2023-03-10,Organic,Tanzania,1,63
C05292,2023-03-11,Organic,Kenya,0,24
C05293,2023-04-12,Organic,Rwanda,1,20
C05294,07-21-2023,Organic,Uganda,0,23
C05295,01-13-2023,Email,Uganda,1,30
C05296,2024-07-30,Organic,Kenya,1,63
C05297,13/08/2023,Paid Ads,Rwanda,1,32
C05298,2024-02-04,Paid Ads,Rwanda,1,43
C05299,12-14-2023,Paid Ads,Rwanda,0,
C05300,07-02-2023,Organic,Uganda,1,50
C05301,08-15-2023,Email,Rwanda,0,32
C05302,2023-09-29,Organic,Rwanda,1,56
C05303,05/06/2024,Email,Kenya,1,58
C05304,2023-03-16,Email,Tanzania,1,64
C05305,2024-06-25,Paid Ads,Rwanda,1,31
C05306,09-30-2023,Paid Ads,Kenya,1,36
C05307,08-27-2023,Paid Ads,Kenya,1,45
C05308,2024-01-18,Organic,Rwanda,1,41
C05309,06/08/2023,Email,Tanzania,1,58
C05310,05-31-2024,Email,Uganda,0,50
C05311,08-07-2024,Organic,Tanzania,1,29
C05312,2024-03-17,Paid Ads,Rwanda,1,27
C05313,01/05/2024,Referral,Tanzania,1,24
C05314,2023-06-12,Referral,Kenya,0,63
C05315,2023-03-20,Paid Ads,Kenya,1,18
C05316,08-30-2023,Paid Ads,Tanzania,1,32
C05317,10-06-2023,Organic,Uganda,1,18
C05318,11/11/2023,Referral,Tanzania,1,62
C05319,2023-08-14,Organic,Rwanda,1,37
C05320,2023-07-29,Paid Ads,Uganda,0,19
C05321,27/01/2023,Organic,Tanzania,1,20
C05322,18/08/2023,Organic,Tanzania,1,53
C05323,11/05/2023,Paid Ads,Uganda,1,33
C05324,06-07-2024,Referral,Tanzania,0,46
C05325,05-12-2024,Organic,Rwanda,1,61
C05326,2023-08-26,Paid Ads,Kenya,1,53
C05327,2023-12-28,Organic,Rwanda,1,61
C05328,18/10/2023,Organic,Tanzania,1,56
C05329,13/08/2024,Paid Ads,Kenya,1,20
C05330,05-07-2024,Paid Ads,Uganda,1,54
C05331,15/06/2024,Organic,Rwanda,1,61
C05332,03-14-2023,Organic,Uganda,1,29
C05333,02-17-2023,Organic,Kenya,1,37
C05334,08/03/2023,Organic,Tanzania,1,40
C05335,2023-02-26,Referral,Kenya,0,39
C05336,12/06/2023,Referral,Kenya,1,49
C05337,05-25-2024,Organic,Uganda,1,24
C05338,03/06/2023,Paid Ads,Rwanda,1,39
C05339,2024-06-04,Referral,Kenya,1,61
C05340,17/04/2023,Organic,Tanzania,0,19
C05341,11-09-2023,Email,Kenya,0,31
C05342,01-25-2023,Referral,Uganda,1,33
C05343,01/02/2024,Organic,Rwanda,1,41
C05344,18/08/2023,Organic,Tanzania,1,24
C05345,2023-12-27,Referral,Uganda,0,21
C05346,23/02/2023,Paid Ads,Kenya,1,54
C05347,2023-09-04,Organic,Kenya,1,63
C05348,2023-09-23,Organic,Rwanda,1,58
C05349,16/05/2024,Paid Ads,Uganda,0,22
C05350,2023-07-07,Paid Ads,Uganda,1,19
C05351,01-31-2023,Email,Rwanda,1,22
C05352,23/01/2024,Referral,Tanzania,1,20
C05353,2023-03-16,Organic,Uganda,1,59
C05354,03-23-2023,Paid Ads,Rwanda,1,25
C05355,08-01-2024,Paid Ads,Uganda,0,43
C05356,12-22-2023,Paid Ads,Rwanda,0,27
C05357,2023-05-17,Organic,Kenya,1,51
C05358,11/07/2024,Referral,Kenya,0,63
C05359,08-22-2024,Email,Uganda,1,53
C05360,04-27-2024,Paid Ads,Uganda,1,29
C05361,22/11/2023,Paid Ads,Kenya,0,37
C05362,24/12/2023,Organic,Tanzania,1,46
C05363,06-03-2023,Paid Ads,Rwanda,1,31
C05364,10/01/2023,Paid Ads,Tanzania,0,
C05365,02/01/2023,Paid Ads,Tanzania,1,22
C05366,01-09-2024,Referral,Tanzania,1,
C05367,01-12-2024,Paid Ads,Kenya,0,44
C05368,09-10-2023,Organic,Uganda,1,21
C05369,2024-06-13,Email,Tanzania,1,46
C05370,08-20-2024,Organic,Kenya,1,20
C05371,01-24-2024,Organic,Rwanda,1,50
C05372,2023-04-09,Organic,Uganda,1,47
C05373,2023-10-10,Paid Ads,Rwanda,1,53
C05374,20/06/2023,Email,Tanzania,1,26
C05375,10-09-2023,Paid Ads,Uganda,1,18
C05376,2023-11-14,Email,Tanzania,1,
C05377,23/03/2023,Paid Ads,Uganda,1,40
C05378,05-20-2023,Organic,Tanzania,0,20
C05379,2023-01-30,Email,Rwanda,1,49
C05380,08-05-2024,Organic,Rwanda,0,41
C05381,2024-08-19,Organic,Tanzania,1,23
C05382,22/08/2023,Paid Ads,Uganda,1,30
C05383,26/07/2024,Organic,Rwanda,1,32
C05384,06-27-2023,Organic,Uganda,1,47
C05385,17/12/2023,Paid Ads,Uganda,1,29
C05386,10-10-2023,Paid Ads,Rwanda,1,57
C05387,20/07/2024,Paid Ads,Kenya,0,
C05388,2023-01-04,Referral,Kenya,1,52
C05389,01-31-2024,Paid Ads,Uganda,0,45
C05390,2024-08-19,Email,Rwanda,1,21
C05391,07-06-2024,Organic,Kenya,1,24
C05392,2023-06-07,Paid Ads,Tanzania,1,64
C05393,12-28-2023,Email,Uganda,1,60
C05394,02-21-2023,Paid Ads,Kenya,0,33
C05395,10/07/2023,Email,Rwanda,1,39
C05396,2023-08-28,Organic,Rwanda,1,63
C05397,20/07/2024,Organic,Uganda,1,62
C05398,09-30-2023,Paid Ads,Rwanda,1,58
C05399,29/03/2023,Organic,Tanzania,0,42
C05400,2024-02-28,Email,Tanzania,1,20
C05401,05/12/2023,Organic,Kenya,1,39
C05402,2024-01-10,Referral,Rwanda,1,48
C05403,06-19-2023,Referral,Tanzania,0,54
C05404,19/06/2023,Organic,Uganda,1,39
C05405,2024-03-16,Organic,Rwanda,1,44
C05406,2023-01-26,Email,Kenya,1,19
C05407,22/04/2024,Referral,Uganda,0,39
C05408,05-22-2023,Paid Ads,Uganda,1,34
C05409,23/03/2023,Organic,Uganda,1,
C05410,04/09/2023,Paid Ads,Tanzania,1,37
C05411,21/12/2023,Paid Ads,Uganda,1,41
C05412,17/08/2024,Organic,Tanzania,1,62
C05413,2024-02-03,Email,Uganda,1,48
C05414,2024-08-08,Organic,Tanzania,1,60
C05415,04-26-2024,Organic,Rwanda,1,25
C05416,06-14-2023,Organic,Tanzania,1,22
C05417,07-25-2024,Organic,Tanzania,1,19
C05418,28/09/2023,Organic,Rwanda,0,21
C05419,28/10/2023,Paid Ads,Uganda,0,52
C05420,11/08/2023,Organic,Rwanda,1,51
C05421,2024-03-27,Organic,Uganda,1,20
C05422,22/02/2024,Organic,Tanzania,0,
C05423,08-22-2024,Referral,Uganda,1,37
C05424,04-26-2023,Paid Ads,Tanzania,1,26
C05425,16/04/2024,Paid Ads,Uganda,0,23
C05426,11-17-2023,Paid Ads,Tanzania,1,64
C05427,10/06/2024,Referral,Tanzania,1,22
C05428,30/04/2024,Organic,Kenya,1,58
C05429,09/07/2024,Paid Ads,Uganda,1,55
C05430,05-18-2023,Email,Uganda,1,52
C05431,08-10-2024,Paid Ads,Kenya,0,48
C05432,02-10-2023,Organic,Tanzania,1,30
C05433,09-10-2023,Paid Ads,Tanzania,1,43
C05434,08-08-2023,Organic,Kenya,0,39
C05435,10-28-2023,Paid Ads,Kenya,1,49
C05436,04-20-2023,Email,Rwanda,1,32
C05437,2023-03-11,Organic,Tanzania,1,28
C05438,08/08/2023,Email,Rwanda,0,33
C05439,2023-12-29,Organic,Uganda,1,64
C05440,10/12/2023,Email,Rwanda,1,23
C05441,06/03/2023,Paid Ads,Kenya,1,63
C05442,08-09-2023,Organic,Kenya,1,28
C05443,03/03/2024,Organic,Kenya,1,27
C05444,19/03/2024,Referral,Kenya,1,33
C05445,2023-12-02,Organic,Rwanda,1,29
C05446,06-09-2023,Organic,Rwanda,1,24
C05447,09/07/2023,Organic,Rwanda,1,56
C05448,07/07/2024,Paid Ads,Kenya,1,44
C05449,2024-02-26,Paid Ads,Kenya,1,41
C05450,23/04/2024,Organic,Tanzania,0,32
C05451,23/08/2024,Organic,Tanzania,0,23
C05452,26/03/2023,Organic,Kenya,0,36
C05453,2024-06-20,Organic,Tanzania,1,25
C05454,11-10-2023,Paid Ads,Uganda,1,64
C05455,02-23-2024,Email,Uganda,1,53
C05456,2023-04-11,Organic,Kenya,1,30
C05457,18/02/2023,Organic,Rwanda,1,50
C05458,01-26-2024,Organic,Uganda,1,49
C05459,2024-01-20,Referral,Uganda,1,45
C05460,11-26-2023,Referral,Rwanda,1,57
C05461,06-30-2024,Email,Tanzania,1,27
C05462,2023-05-21,Organic,Rwanda,1,50
C05463,22/06/2023,Organic,Tanzania,1,18
C05464,24/09/2023,Organic,Tanzania,1,38
C05465,06-26-2024,Organic,Rwanda,0,22
C05466,2023-11-07,Paid Ads,Tanzania,1,18
C05467,2023-09-06,Email,Uganda,1,38
C05468,05-12-2024,Email,Kenya,0,42
C05469,30/07/2023,Email,Tanzania,1,37
C05470,13/01/2024,Organic,Uganda,1,62
C05471,2024-01-14,Paid Ads,Rwanda,1,26
C05472,09/01/2024,Organic,Tanzania,1,33
C05473,01-01-2024,Organic,Uganda,1,45
C05474,28/09/2023,Email,Tanzania,1,57
C05475,2024-04-02,Organic,Rwanda,1,63
C05476,2023-05-01,Paid Ads,Kenya,0,53
C05477,2023-10-10,Organic,Tanzania,1,56
C05478,2023-07-27,Paid Ads,Kenya,1,41
C05479,28/06/2023,Email,Tanzania,1,33
C05480,02-02-2024,Organic,Tanzania,1,31
C05481,01-08-2024,Email,Rwanda,0,
C05482,21/09/2023,Organic,Tanzania,1,51
C05483,2023-02-22,Paid Ads,Uganda,0,41
C05484,26/01/2023,Email,Uganda,1,64
C05485,2024-05-15,Paid Ads,Kenya,0,28
C05486,2024-08-17,Referral,Kenya,1,62
C05487,05/02/2023,Organic,Uganda,1,53
C05488,2023-03-09,Paid Ads,Kenya,1,18
C05489,03/07/2023,Paid Ads,Kenya,1,64
C05490,2024-04-11,Referral,Uganda,1,29
C05491,2023-11-05,Organic,Uganda,0,38
C05492,2023-12-27,Email,Uganda,1,26
C05493,10-08-2023,Paid Ads,Rwanda,1,56
C05494,03-02-2024,Organic,Rwanda,1,20
C05495,08-05-2024,Paid Ads,Uganda,1,33
C05496,28/02/2023,Organic,Tanzania,0,21
C05497,2023-08-07,Paid Ads,Uganda,1,43
C05498,10/07/2024,Email,Rwanda,1,63
C05499,11-11-2023,Paid Ads,Kenya,1,30
C05500,2024-03-18,Paid Ads,Tanzania,1,37
C05501,09/04/2023,Paid Ads,Tanzania,1,36
C05502,2023-01-09,Organic,Kenya,1,44
C05503,2024-05-20,Organic,Tanzania,1,19
C05504,13/03/2023,Paid Ads,Kenya,1,27
C05505,01-25-2023,Organic,Rwanda,1,42
C05506,2023-08-29,Organic,Tanzania,1,36
C05507,05/06/2024,Paid Ads,Tanzania,1,32
C05508,2024-06-08,Organic,Kenya,1,56
C05509,11-09-2023,Organic,Kenya,1,64
C05510,01-05-2023,Paid Ads,Rwanda,1,41
C05511,08/12/2023,Organic,Kenya,1,33
C05512,06-22-2023,Referral,Kenya,1,34
C05513,01/11/2023,Email,Rwanda,0,33
C05514,06/08/2024,Email,Uganda,1,35
C05515,06-01-2023,Organic,Uganda,1,21
C05516,2023-06-10,Email,Kenya,1,19
C05517,2023-10-18,Email,Rwanda,1,48
C05518,01-27-2023,Email,Uganda,0,19
C05519,06-10-2023,Organic,Rwanda,0,19
C05520,01-20-2024,Paid Ads,Kenya,1,32
C05521,04/02/2024,Email,Kenya,1,
C05522,2023-05-16,Paid Ads,Rwanda,1,60
C05523,04-21-2023,Paid Ads,Tanzania,1,46
C05524,2024-04-26,Paid Ads,Kenya,1,51
C05525,2023-12-12,Paid Ads,Kenya,0,57
C05526,2023-01-11,Organic,Kenya,1,49
C05527,08-20-2024,Paid Ads,Kenya,0,38
C05528,2024-07-19,Organic,Rwanda,0,47
C05529,04-18-2023,Paid Ads,Rwanda,0,41
C05530,26/12/2023,Organic,Rwanda,1,61
C05531,27/10/2023,Paid Ads,Rwanda,1,31
C05532,10-16-2023,Organic,Tanzania,1,45
C05533,15/05/2024,Paid Ads,Rwanda,1,31
C05534,2023-05-24,Email,Rwanda,1,61
C05535,21/02/2024,Organic,Kenya,1,51
C05536,27/06/2023,Organic,Tanzania,1,31
C05537,02-23-2024,Organic,Kenya,1,42
C05538,2023-05-19,Email,Tanzania,1,29
C05539,12/02/2024,Paid Ads,Uganda,1,58
C05540,08-17-2023,Paid Ads,Tanzania,1,57
C05541,2024-02-13,Organic,Tanzania,1,37
C05542,2023-05-09,Paid Ads,Kenya,1,
C05543,14/07/2023,Email,Tanzania,0,59
C05544,10/03/2023,Email,Tanzania,1,24
C05545,2024-07-14,Paid Ads,Kenya,1,32
C05546,03-04-2023,Organic,Uganda,1,26
C05547,2024-01-20,Organic,Uganda,1,21
C05548,2023-02-17,Organic,Uganda,1,48
C05549,2024-02-06,Organic,Tanzania,0,40
C05550,02/12/2023,Organic,Kenya,0,23
C05551,03-31-2023,Organic,Uganda,1,45
C05552,02-27-2024,Organic,Uganda,1,29
C05553,2023-01-28,Referral,Uganda,1,64
C05554,06-11-2024,Paid Ads,Uganda,1,39
C05555,08-11-2023,Email,Kenya,1,41
C05556,2023-11-20,Email,Uganda,1,51
C05557,01-24-2023,Organic,Tanzania,1,36
C05558,09-04-2023,Email,Tanzania,1,41
C05559,06-16-2023,Organic,Kenya,1,37
C05560,08-13-2023,Paid Ads,Rwanda,1,51
C05561,22/02/2023,Organic,Uganda,1,64
C05562,2023-09-29,Referral,Uganda,1,44
C05563,2024-03-17,Organic,Tanzania,1,61
C05564,2023-05-11,Organic,Kenya,1,46
C05565,2023-12-25,Referral,Rwanda,1,18
C05566,03-10-2024,Organic,Tanzania,1,63
C05567,2023-01-05,Paid Ads,Rwanda,1,53
C05568,30/01/2024,Email,Kenya,1,60
C05569,17/08/2023,Email,Kenya,1,56
C05570,31/01/2024,Referral,Kenya,1,62
C05571,02/05/2024,Referral,Tanzania,1,63
C05572,2024-03-22,Organic,Kenya,1,24
C05573,2024-08-01,Email,Tanzania,1,60
C05574,2023-09-10,Paid Ads,Tanzania,1,37
C05575,06/08/2023,Paid Ads,Uganda,0,37
C05576,11-16-2023,Organic,Tanzania,1,42
C05577,2023-12-23,Paid Ads,Tanzania,1,60
C05578,04-10-2023,Referral,Uganda,1,38
C05579,01-04-2024,Referral,Rwanda,1,26
C05580,03-16-2023,Paid Ads,Uganda,1,44
C05581,01/06/2023,Organic,Uganda,0,45
C05582,03-02-2024,Organic,Kenya,1,42
C05583,2023-02-23,Email,Kenya,1,53
C05584,08-06-2023,Email,Uganda,1,51
C05585,09-28-2023,Paid Ads,Kenya,1,19
C05586,2023-12-14,Organic,Uganda,0,26
C05587,17/09/2023,Paid Ads,Kenya,1,36
C05588,25/03/2024,Paid Ads,Tanzania,1,32
C05589,09-15-2023,Referral,Kenya,0,38
C05590,05/08/2023,Paid Ads,Kenya,1,33
C05591,11-08-2023,Organic,Tanzania,1,19
C05592,04-07-2023,Paid Ads,Uganda,0,43
C05593,2024-05-29,Organic,Kenya,1,61
C05594,2024-08-05,Referral,Kenya,1,46
C05595,12/02/2024,Organic,Tanzania,1,50
C05596,03/06/2024,Paid Ads,Tanzania,1,51
C05597,01-03-2023,Organic,Tanzania,1,63
C05598,20/04/2024,Paid Ads,Rwanda,1,44
C05599,2023-12-10,Paid Ads,Tanzania,0,24
C05600,05-04-2023,Email,Uganda,0,32
C05601,10-22-2023,Organic,Kenya,0,34
C05602,02-09-2023,Organic,Kenya,1,26
C05603,2024-08-06,Organic,Rwanda,0,30
C05604,2023-12-19,Paid Ads,Kenya,1,49
C05605,02-21-2024,Organic,Kenya,1,19
C05606,11-10-2023,Paid Ads,Uganda,1,49
C05607,11-20-2023,Email,Kenya,1,64
C05608,2024-02-22,Email,Uganda,1,37
C05609,2024-02-04,Paid Ads,Rwanda,0,60
C05610,2023-05-29,Paid Ads,Uganda,1,36
C05611,05-19-2023,Organic,Tanzania,1,63
C05612,19/02/2024,Paid Ads,Tanzania,1,44
C05613,12-10-2023,Email,Rwanda,0,53
C05614,21/11/2023,Organic,Kenya,1,47
C05615,01/07/2023,Paid Ads,Uganda,1,28
C05616,05-29-2024,Email,Tanzania,1,33
C05617,03-25-2024,Email,Uganda,1,43
C05618,01-16-2024,Organic,Tanzania,0,47
C05619,03/09/2023,Paid Ads,Uganda,1,19
C05620,2024-05-24,Organic,Kenya,1,51
C05621,11-26-2023,Organic,Rwanda,1,58
C05622,2023-02-18,Referral,Kenya,0,39
C05623,2023-06-15,Email,Uganda,1,48
C05624,14/07/2024,Email,Tanzania,1,38
C05625,06/08/2024,Organic,Tanzania,1,53
C05626,24/06/2024,Email,Rwanda,1,57
C05627,02/02/2023,Paid Ads,Kenya,0,40
C05628,12-15-2023,Organic,Kenya,0,43
C05629,03/03/2024,Paid Ads,Kenya,0,35
C05630,2024-07-20,Organic,Tanzania,0,32
C05631,2023-10-04,Email,Rwanda,0,51
C05632,2023-03-28,Paid Ads,Tanzania,1,39
C05633,22/04/2024,Organic,Kenya,0,45
C05634,07-04-2024,Organic,Uganda,1,60
C05635,20/06/2023,Organic,Tanzania,1,24
C05636,2023-04-30,Organic,Rwanda,1,57
C05637,07-08-2023,Paid Ads,Kenya,0,59
C05638,30/05/2024,Email,Uganda,1,41
C05639,2023-02-11,Organic,Tanzania,0,52
C05640,08-23-2024,Organic,Uganda,1,30
C05641,2023-04-26,Paid Ads,Uganda,1,30
C05642,2024-01-30,Email,Rwanda,1,48
C05643,20/04/2023,Organic,Tanzania,1,36
C05644,03-07-2023,Organic,Rwanda,1,46
C05645,07/03/2024,Paid Ads,Kenya,1,39
C05646,05-08-2023,Organic,Uganda,0,58
C05647,24/06/2023,Organic,Rwanda,1,38
C05648,2023-01-06,Email,Rwanda,1,33
C05649,08-22-2024,Paid Ads,Kenya,1,47
C05650,10-24-2023,Paid Ads,Tanzania,1,22
C05651,2024-05-22,Email,Rwanda,1,58
C05652,03/02/2023,Paid Ads,Uganda,1,58
C05653,2023-03-20,Organic,Uganda,1,23
C05654,25/01/2024,Organic,Uganda,1,38
C05655,29/10/2023,Organic,Uganda,1,59
C05656,2024-05-20,Organic,Rwanda,0,28
C05657,03-14-2023,Paid Ads,Uganda,1,41
C05658,06-23-2024,Email,Rwanda,1,45
C05659,04-01-2023,Referral,Tanzania,1,32
C05660,09-11-2023,Paid Ads,Uganda,1,56
C05661,22/04/2023,Organic,Tanzania,1,63
C05662,02-19-2023,Organic,Rwanda,1,57
C05663,26/02/2024,Email,Kenya,1,64
C05664,2023-04-14,Paid Ads,Tanzania,1,36
C05665,11/08/2023,Paid Ads,Uganda,0,34
C05666,12-27-2023,Email,Kenya,0,20
C05667,07-14-2023,Email,Tanzania,0,20
C05668,2023-02-10,Email,Rwanda,1,56
C05669,2024-07-11,Organic,Rwanda,1,45
C05670,16/07/2024,Email,Rwanda,1,48
C05671,2024-02-24,Email,Tanzania,1,59
C05672,06/02/2023,Organic,Rwanda,1,64
C05673,2023-05-20,Paid Ads,Tanzania,1,25
C05674,25/12/2023,Organic,Uganda,1,34
C05675,06-12-2024,Referral,Uganda,0,52
C05676,2024-06-24,Organic,Tanzania,1,53
C05677,05-06-2024,Paid Ads,Tanzania,1,44
C05678,12/04/2023,Organic,Kenya,1,57
C05679,2024-06-04,Email,Rwanda,1,62
C05680,22/06/2023,Organic,Uganda,1,50
C05681,06-15-2024,Organic,Uganda,1,28
