order_id,customer_id,order_date,order_value,discount,order_status
O024441,C09038,17-03-2024,421.91,10,Cancelled
O024442,C03789,2023-07-07,126.49,10,Completed
O024443,C08619,2024-02-15,29.82,0,Completed
O024444,C05936,29-11-2023,103.59,0,Completed
O024445,C09620,04-05-2024,303.75,5,Completed
O024446,C08670,2023-03-29,222.98,0,Completed
O024447,C01955,2023-04-23,89.19,,Cancelled
O024448,C01057,2023-07-08,271.17,5,Completed
O024449,C02641,2024-05-01,477.0,20,Completed
O024450,C02915,2024-04-10,366.04,0,Completed
O024451,C03532,06-11-2023,43.93,0,Completed
O024452,C00514,07-06-2024,166.69,0,Completed
O024453,C04428,25-05-2024,349.27,0,Completed
O024454,C09632,12-02-2023,78.67,0,Completed
O024455,C00533,2023-05-03,273.94,0,Cancelled
O024456,C03927,07-01-2024,277.6,5,Completed
O024457,C02912,2023-07-03,53.34,0,Completed
O024458,C03269,29-04-2023,307.0,0,Completed
O024459,C01278,2024-05-25,451.04,0,Completed
O024460,C00867,12-01-2024,329.34,0,Cancelled
O024461,C07930,2024-05-14,458.59,0,Completed
O024462,C05715,2023-02-04,310.64,0,Completed
O024463,C06539,14-03-2023,378.38,5,Completed
O024464,C05801,16-08-2023,447.38,0,Completed
O024465,C05144,13-11-2023,237.04,10,Cancelled
O024466,C09899,15-03-2024,87.41,10,Completed
O024467,C02157,10-12-2023,68.45,5,Completed
O024468,C09418,07-06-2024,477.22,,Completed
O024469,C09626,19-09-2023,277.99,0,Completed
O024470,C06941,2024-03-28,344.72,20,Completed
O024471,C02050,12-03-2023,309.78,0,Completed
O024472,C02814,01-02-2023,286.82,0,Completed
O024473,C01135,2023-10-21,284.11,5,Completed
O024474,C07754,2023-02-22,241.79,0,Completed
O024475,C06220,19-07-2023,443.36,0,Completed
O024476,C01977,22-11-2023,69.24,10,Completed
O024477,C09449,2023-02-01,360.77,0,Completed
O024478,C03014,15-01-2024,343.57,0,Completed
O024479,C04984,2023-11-17,40.58,10,Completed
O024480,C06495,26-01-2024,116.36,0,Completed
O024481,C05921,2023-05-05,395.98,0,Cancelled
O024482,C02370,11-11-2023,124.55,0,Returned
O024483,C00207,12-06-2023,293.09,0,Completed
O024484,C09306,2023-11-22,51.02,0,Completed
O024485,C04161,27-02-2024,119.21,5,Completed
O024486,C06560,01-11-2023,446.53,0,Completed
O024487,C01023,2023-09-02,187.28,0,Completed
O024488,C07766,21-03-2024,404.88,5,Completed
O024489,C02525,2023-10-04,244.45,0,Completed
O024490,C09657,2024-02-05,167.91,20,Completed
O024491,C08562,13-12-2023,287.62,10,Returned
O024492,C04528,29-05-2023,271.65,0,Completed
O024493,C04389,2023-11-13,492.54,10,Cancelled
O024494,C06381,2024-02-22,178.77,0,Completed
O024495,C06789,2023-06-14,330.31,0,Completed
O024496,C01842,2023-07-18,347.88,,Completed
O024497,C05846,2023-12-14,316.91,5,Completed
O024498,C08517,04-10-2023,244.82,20,Completed
O024499,C08037,28-04-2023,393.9,0,Completed
O024500,C06566,18-05-2024,386.41,,Cancelled
O024501,C04526,2023-05-01,479.93,,Cancelled
O024502,C04450,2024-06-07,488.71,5,Completed
O024503,C09871,22-12-2023,115.47,10,Returned
O024504,C09712,2024-03-04,330.68,0,Completed
O024505,C04389,2023-06-17,429.67,5,Cancelled
O024506,C02843,2023-10-16,481.53,5,Completed
O024507,C09473,07-02-2024,79.95,10,Returned
O024508,C05533,2023-11-07,475.05,5,Completed
O024509,C04477,14-02-2023,120.48,,Completed
O024510,C05320,2024-03-11,290.5,0,Completed
O024511,C00225,05-02-2024,330.6,10,Completed
O024512,C09095,30-05-2023,440.96,0,Completed
O024513,C04767,2024-02-10,403.8,0,Completed
O024514,C05414,2024-06-01,467.92,0,Completed
O024515,C08799,2024-01-01,395.81,10,Completed
O024516,C08634,2023-11-25,175.98,0,Completed
O024517,C02656,27-04-2024,97.64,5,Cancelled
O024518,C05402,28-10-2023,86.27,5,Completed
O024519,C02978,2023-07-30,52.89,0,Completed
O024520,C00801,2023-03-26,466.88,5,Completed
O024521,C02513,2024-06-07,248.24,5,Completed
O024522,C00993,30-04-2024,483.03,0,Completed
O024523,C06257,2023-09-04,389.69,0,Returned
O024524,C07485,2023-09-19,477.35,0,Completed
O024525,C09117,23-04-2023,435.6,0,Returned
O024526,C02026,24-02-2023,295.83,10,Returned
O024527,C01775,2024-03-15,120.66,0,Completed
O024528,C04778,2023-03-30,134.48,10,Completed
O024529,C03257,2023-02-05,191.98,0,Completed
O024530,C02183,2023-12-28,21.91,0,Returned
O024531,C04153,2023-09-23,336.75,,Completed
O024532,C08982,13-06-2023,282.03,5,Completed
O024533,C05003,2024-04-24,59.5,,Completed
O024534,C06049,2023-07-23,414.19,0,Completed
O024535,C00694,2023-07-17,413.11,,Completed
O024536,C09876,2024-01-03,68.1,0,Completed
O024537,C07941,01-05-2023,109.91,0,Completed
O024538,C07182,2023-11-21,132.69,5,Completed
O024539,C02947,07-09-2023,267.57,5,Completed
O024540,C01024,14-04-2024,473.01,10,Returned
O024541,C09658,2023-05-27,335.99,5,Completed
O024542,C08219,2023-12-28,343.73,5,Completed
O024543,C00772,2023-11-26,152.79,0,Cancelled
O024544,C05504,25-05-2024,315.83,0,Completed
O024545,C08131,28-09-2023,113.54,0,Completed
O024546,C06464,2023-12-11,358.41,0,Completed
O024547,C04315,12-12-2023,125.08,0,Completed
O024548,C03804,2023-11-02,16.85,20,Cancelled
O024549,C01878,07-03-2024,266.61,0,Completed
O024550,C01194,23-05-2024,156.02,10,Completed
O024551,C09629,04-12-2023,318.19,5,Completed
O024552,C01616,2024-01-08,375.57,10,Completed
O024553,C02467,2024-01-19,408.76,0,Completed
O024554,C03188,05-03-2023,490.92,20,Completed
O024555,C06750,2023-05-31,282.23,0,Cancelled
O024556,C01999,10-04-2023,246.41,,Returned
O024557,C05407,02-02-2024,130.33,10,Completed
O024558,C07775,2023-03-12,375.96,10,Completed
O024559,C02509,2024-04-03,246.53,0,Cancelled
O024560,C01003,2023-06-29,170.25,0,Completed
O024561,C00149,05-12-2023,221.73,0,Returned
O024562,C01902,2023-03-27,191.54,10,Completed
O024563,C05855,28-02-2024,489.47,5,Completed
O024564,C01741,2023-06-17,120.91,10,Completed
O024565,C04258,2024-06-04,213.12,10,Completed
O024566,C06077,01-03-2023,160.58,10,Cancelled
O024567,C03024,05-03-2023,94.1,,Completed
O024568,C05578,13-08-2023,156.74,5,Completed
O024569,C08572,11-12-2023,249.77,5,Completed
O024570,C05820,2024-02-07,319.49,0,Completed
O024571,C07606,27-05-2024,312.27,,Completed
O024572,C08057,20-03-2023,388.61,5,Completed
O024573,C00701,06-12-2023,44.92,10,Completed
O024574,C09342,2023-09-23,164.04,10,Completed
O024575,C06896,2023-07-30,182.77,0,Completed
O024576,C07874,24-05-2023,349.18,10,Completed
O024577,C05320,2024-05-19,111.68,0,Completed
O024578,C05345,15-03-2023,115.01,5,Completed
O024579,C00581,20-02-2024,56.65,0,Completed
O024580,C09738,16-05-2023,271.31,5,Completed
O024581,C05899,2023-04-11,366.11,20,Completed
O024582,C01270,2023-04-24,351.85,0,Completed
O024583,C08604,23-11-2023,373.97,0,Cancelled
O024584,C09989,02-10-2023,93.09,5,Completed
O024585,C05644,2023-11-16,297.41,,Completed
O024586,C06765,2023-04-07,55.73,,Cancelled
O024587,C07258,27-07-2023,483.67,0,Completed
O024588,C05085,05-04-2024,61.49,,Completed
O024589,C01486,21-05-2023,440.03,10,Completed
O024590,C09508,2023-12-01,28.81,0,Completed
O024591,C03363,29-09-2023,270.26,,Completed
O024592,C01296,10-06-2023,427.85,10,Cancelled
O024593,C02192,11-04-2024,320.96,5,Cancelled
O024594,C09769,13-05-2024,251.97,,Completed
O024595,C07245,01-03-2023,72.41,5,Completed
O024596,C09526,2023-02-19,333.03,0,Completed
O024597,C06234,2023-07-04,305.14,0,Completed
O024598,C08069,2024-06-09,234.74,5,Completed
O024599,C03046,10-07-2023,125.12,0,Cancelled
O024600,C03266,2023-04-02,117.85,0,Completed
O024601,C05703,23-03-2024,485.31,,Completed
O024602,C05918,18-04-2024,482.88,0,Completed
O024603,C06252,2023-08-03,469.11,10,Cancelled
O024604,C06751,2024-01-22,262.84,0,Completed
O024605,C00511,07-11-2023,494.26,5,Returned
O024606,C02369,16-02-2024,155.74,,Completed
O024607,C01500,2023-04-18,219.17,0,Completed
O024608,C06430,2023-05-10,95.42,0,Completed
O024609,C06959,2023-04-24,237.41,0,Completed
O024610,C07519,2023-10-12,100.66,5,Completed
O024611,C00856,28-10-2023,42.46,,Completed
O024612,C01951,17-11-2023,14.89,0,Completed
O024613,C04028,2024-01-20,195.45,0,Completed
O024614,C03317,2023-09-09,449.83,5,Returned
O024615,C08779,30-09-2023,224.32,,Completed
O024616,C00362,2024-04-20,326.35,0,Cancelled
O024617,C05456,04-11-2023,410.77,5,Completed
O024618,C09865,2023-11-14,280.95,10,Completed
O024619,C09199,2024-04-09,285.97,0,Completed
O024620,C04669,29-12-2023,266.82,0,Returned
O024621,C03334,2024-04-22,71.29,5,Completed
O024622,C04397,2023-09-04,321.47,10,Completed
O024623,C05069,01-05-2023,364.36,0,Cancelled
O024624,C02597,30-01-2024,10.14,20,Completed
O024625,C05091,2024-05-04,50.84,0,Returned
O024626,C07402,2024-01-04,275.42,0,Completed
O024627,C04710,2023-09-08,421.08,0,Returned
O024628,C04067,2024-02-12,271.23,0,Completed
O024629,C03993,16-11-2023,222.92,0,Completed
O024630,C09083,21-07-2023,469.03,10,Completed
O024631,C06983,07-03-2024,47.39,0,Completed
O024632,C08047,2024-06-04,77.72,0,Completed
O024633,C02847,17-05-2024,345.72,5,Completed
O024634,C01696,25-11-2023,63.32,0,Completed
O024635,C09008,20-09-2023,76.22,5,Completed
O024636,C07379,2024-03-29,437.25,5,Completed
O024637,C00499,2023-02-26,113.0,,Completed
O024638,C01681,2023-09-12,314.99,5,Returned
O024639,C07353,2023-02-20,204.41,0,Completed
O024640,C09529,2023-06-06,77.0,5,Completed
O024641,C00249,28-03-2024,199.18,,Completed
O024642,C09889,05-08-2023,213.96,0,Completed
O024643,C00659,2023-08-30,318.03,5,Completed
O024644,C04771,29-02-2024,85.21,10,Completed
O024645,C00689,2023-09-10,28.3,0,Completed
O024646,C08160,2024-06-14,306.94,0,Completed
O024647,C01700,15-06-2024,42.05,0,Completed
O024648,C00224,2023-06-12,85.39,0,Completed
O024649,C01760,05-08-2023,490.92,0,Completed
O024650,C03816,2024-04-20,21.16,0,Completed
O024651,C00054,13-05-2023,324.72,10,Completed
O024652,C05685,2023-11-24,78.02,5,Completed
O024653,C00700,2023-04-01,412.38,10,Completed
O024654,C06626,2024-01-09,295.07,,Completed
O024655,C00586,03-04-2023,241.51,0,Completed
O024656,C03372,2023-12-22,235.6,0,Completed
O024657,C04385,2023-06-25,338.76,0,Completed
O024658,C01452,12-07-2023,420.95,5,Completed
O024659,C00311,05-09-2023,13.4,0,Completed
O024660,C02506,14-07-2023,19.92,0,Cancelled
O024661,C01123,30-04-2023,143.5,5,Completed
O024662,C00342,2023-06-15,371.75,,Cancelled
O024663,C09175,2023-06-15,104.95,0,Completed
O024664,C09601,2024-05-12,209.3,10,Completed
O024665,C08649,25-03-2023,258.72,0,Completed
O024666,C05424,2024-03-12,192.74,20,Completed
O024667,C09842,05-11-2023,237.67,5,Cancelled
O024668,C06895,15-05-2024,401.39,0,Completed
O024669,C06996,2023-09-17,122.31,10,Completed
O024670,C01711,05-11-2023,170.1,5,Completed
O024671,C01583,17-12-2023,268.02,5,Completed
O024672,C06170,28-09-2023,433.9,5,Cancelled
O024673,C06785,2023-02-26,110.56,,Completed
O024674,C08557,2024-03-11,267.13,0,Completed
O024675,C01169,2023-05-23,439.13,0,Completed
O024676,C08337,2024-02-22,65.13,5,Completed
O024677,C06311,2023-10-07,363.5,,Completed
O024678,C01067,17-07-2023,119.63,0,Completed
O024679,C00972,30-06-2023,95.07,0,Completed
O024680,C09769,30-04-2023,125.81,,Completed
O024681,C07183,01-03-2023,256.4,0,Returned
O024682,C04154,10-04-2023,305.66,5,Completed
O024683,C09440,2023-07-12,105.18,5,Completed
O024684,C08325,18-08-2023,64.86,20,Completed
O024685,C01267,30-09-2023,231.81,0,Completed
O024686,C00210,2024-04-04,38.12,0,Cancelled
O024687,C04338,07-06-2024,274.08,0,Completed
O024688,C06527,2023-03-01,344.61,20,Completed
O024689,C06359,2024-03-25,473.44,5,Completed
O024690,C09006,2023-10-25,80.04,10,Completed
O024691,C07258,2023-11-21,222.32,20,Completed
O024692,C03521,15-06-2023,135.79,0,Cancelled
O024693,C07324,08-03-2024,116.77,5,Completed
O024694,C03450,2023-02-19,264.57,0,Cancelled
O024695,C02132,22-06-2023,80.29,10,Completed
O024696,C09641,2023-02-23,17.55,10,Completed
O024697,C06128,2023-03-09,89.45,0,Completed
O024698,C01696,14-08-2023,174.4,,Completed
O024699,C01510,2023-05-14,15.38,0,Completed
O024700,C06226,02-08-2023,430.0,0,Completed
O024701,C06945,2023-03-24,295.95,0,Returned
O024702,C06304,2023-09-23,23.31,,Completed
O024703,C06706,19-03-2024,122.02,0,Completed
O024704,C04275,2023-11-03,335.52,5,Completed
O024705,C01229,29-04-2023,24.67,0,Completed
O024706,C09747,2024-05-18,194.71,0,Completed
O024707,C04212,21-02-2024,57.37,5,Completed
O024708,C03419,19-05-2024,201.88,,Completed
O024709,C02449,25-05-2023,484.33,5,Completed
O024710,C04395,2023-02-15,232.95,0,Completed
O024711,C04765,2023-10-18,310.71,0,Cancelled
O024712,C03884,22-10-2023,210.14,0,Cancelled
O024713,C06196,2023-02-28,164.36,,Completed
O024714,C01008,2023-12-16,309.2,,Completed
O024715,C08732,2024-02-06,314.16,0,Completed
O024716,C08404,24-10-2023,311.51,0,Completed
O024717,C05229,2023-02-14,23.14,0,Completed
O024718,C08098,2023-10-16,351.3,5,Completed
O024719,C04071,2024-01-28,341.16,10,Completed
O024720,C03894,13-06-2023,44.37,0,Completed
O024721,C06914,11-10-2023,103.18,0,Completed
O024722,C01394,27-02-2023,264.97,0,Completed
O024723,C09456,02-03-2023,186.78,5,Cancelled
O024724,C03474,2023-09-21,292.25,5,Cancelled
O024725,C09205,2024-01-28,382.6,0,Completed
O024726,C00796,11-06-2023,278.55,0,Completed
O024727,C01204,2023-12-08,234.9,0,Completed
O024728,C03344,03-05-2024,139.19,20,Returned
O024729,C05025,06-09-2023,311.59,5,Completed
O024730,C05893,03-11-2023,415.34,10,Completed
O024731,C03373,2024-03-10,138.58,0,Completed
O024732,C00421,2023-03-30,396.19,0,Completed
O024733,C02258,25-06-2023,214.63,0,Completed
O024734,C06080,26-02-2024,64.81,0,Completed
O024735,C00062,09-05-2024,456.21,,Completed
O024736,C04101,26-12-2023,344.0,0,Completed
O024737,C04592,2023-11-01,422.09,0,Completed
O024738,C03179,2023-02-03,330.9,0,Completed
O024739,C01547,2024-03-13,70.53,0,Completed
O024740,C05974,12-10-2023,275.39,0,Completed
O024741,C09943,16-01-2024,320.48,0,Completed
O024742,C08923,2023-11-15,138.0,5,Completed
O024743,C07555,2023-08-29,319.14,0,Completed
O024744,C08371,19-11-2023,287.73,10,Cancelled
O024745,C05610,30-05-2024,20.58,0,Completed
O024746,C07234,2023-08-17,442.45,10,Completed
O024747,C08721,11-11-2023,271.59,0,Completed
O024748,C01411,2023-04-22,296.34,0,Completed
O024749,C08528,2024-02-18,84.15,10,Completed
O024750,C04854,2024-04-18,403.95,0,Completed
O024751,C09267,20-03-2024,270.42,0,Completed
O024752,C06451,2023-08-29,53.38,5,Completed
O024753,C00211,2023-12-11,353.45,5,Completed
O024754,C09860,2024-04-04,249.58,5,Cancelled
O024755,C01455,2024-05-28,173.98,0,Completed
O024756,C05031,2024-05-28,461.58,0,Completed
O024757,C04145,01-09-2023,412.43,10,Returned
O024758,C00441,18-07-2023,30.97,0,Completed
O024759,C06121,2023-06-05,352.33,0,Completed
O024760,C08743,2023-02-25,94.35,0,Completed
O024761,C08644,24-03-2023,18.17,0,Completed
O024762,C08847,2023-12-09,117.13,0,Completed
O024763,C06505,24-02-2023,33.4,10,Completed
O024764,C00668,2024-05-03,322.74,10,Cancelled
O024765,C06160,2023-05-30,381.15,0,Completed
O024766,C04377,25-01-2024,97.29,10,Cancelled
O024767,C03623,21-04-2023,112.58,0,Completed
O024768,C04241,10-11-2023,75.69,10,Completed
O024769,C02511,27-06-2023,285.56,0,Completed
O024770,C08052,2023-04-21,249.77,0,Completed
O024771,C01394,29-04-2023,13.01,,Returned
O024772,C07475,2024-05-17,191.12,5,Completed
O024773,C07570,10-03-2023,53.14,0,Completed
O024774,C06638,2024-02-05,293.7,0,Cancelled
O024775,C01556,2024-04-30,242.16,0,Completed
O024776,C03415,26-05-2024,234.86,10,Completed
O024777,C06277,23-03-2023,370.22,,Completed
O024778,C07680,27-04-2023,235.09,20,Completed
O024779,C03390,2024-03-24,248.23,0,Completed
O024780,C01895,04-11-2023,319.99,0,Completed
O024781,C06737,2024-05-06,157.66,0,Completed
O024782,C06814,17-05-2024,469.33,0,Cancelled
O024783,C06368,17-09-2023,147.92,10,Completed
O024784,C09104,26-05-2023,457.75,10,Completed
O024785,C00972,2024-05-05,408.7,,Cancelled
O024786,C07409,2024-03-11,454.06,0,Cancelled
O024787,C08309,2024-06-08,99.81,0,Completed
O024788,C03848,06-04-2023,123.32,5,Completed
O024789,C00437,17-05-2024,425.43,5,Completed
O024790,C03288,13-06-2023,479.01,0,Completed
O024791,C01585,14-02-2023,379.07,5,Completed
O024792,C07157,08-06-2024,322.62,10,Completed
O024793,C04313,2024-01-13,406.61,10,Completed
O024794,C01596,2024-03-12,30.38,0,Completed
O024795,C03191,2024-01-16,428.63,5,Completed
O024796,C07598,09-04-2023,147.75,5,Completed
O024797,C01343,23-04-2023,37.76,5,Completed
O024798,C09855,2023-05-29,343.98,0,Completed
O024799,C05442,2023-04-16,378.86,5,Completed
O024800,C08861,09-10-2023,317.32,0,Completed
O024801,C07345,2023-04-13,181.57,10,Completed
O024802,C07517,13-05-2024,67.43,0,Completed
O024803,C05911,2023-06-02,386.81,0,Completed
O024804,C05884,2023-02-28,33.2,0,Completed
O024805,C03152,2023-08-20,382.25,5,Completed
O024806,C04140,24-11-2023,479.15,0,Completed
O024807,C07060,2024-05-08,498.44,0,Completed
O024808,C08645,2024-02-18,204.19,0,Completed
O024809,C09200,2024-03-31,63.24,0,Completed
O024810,C09415,2024-04-10,56.32,,Completed
O024811,C08081,2024-02-18,250.85,0,Completed
O024812,C08386,2023-11-22,397.96,5,Completed
O024813,C01036,2024-01-20,33.46,10,Completed
O024814,C07098,2023-09-22,92.48,0,Completed
O024815,C07557,2024-02-17,298.42,20,Completed
O024816,C08016,2023-07-16,51.87,10,Cancelled
O024817,C01150,2024-05-05,440.42,0,Returned
O024818,C07240,12-02-2024,256.52,10,Completed
O024819,C08632,13-03-2023,199.55,0,Completed
O024820,C08924,06-12-2023,16.48,0,Completed
O024821,C04398,2023-07-03,65.36,,Completed
O024822,C03656,2023-07-20,415.53,0,Completed
O024823,C04217,2023-09-18,352.49,,Cancelled
O024824,C00786,2023-03-20,19.99,10,Completed
O024825,C05420,29-09-2023,487.25,10,Completed
O024826,C02603,25-12-2023,183.09,,Cancelled
O024827,C06618,17-11-2023,307.13,20,Returned
O024828,C04310,30-07-2023,364.07,20,Cancelled
O024829,C01359,21-04-2024,478.69,0,Completed
O024830,C09366,2024-02-19,446.31,0,Completed
O024831,C00213,13-01-2024,302.73,0,Completed
O024832,C07743,06-12-2023,78.28,0,Completed
O024833,C04594,08-09-2023,424.06,0,Completed
O024834,C08221,16-03-2024,410.21,5,Completed
O024835,C02945,26-11-2023,323.18,10,Completed
O024836,C07681,2023-02-02,494.72,5,Completed
O024837,C06217,26-02-2024,268.87,10,Completed
O024838,C08981,2024-01-18,114.73,5,Completed
O024839,C02254,03-07-2023,134.35,10,Completed
O024840,C03740,14-03-2024,209.24,10,Cancelled
O024841,C06196,2024-01-17,217.12,10,Completed
O024842,C09195,14-08-2023,417.27,0,Completed
O024843,C09442,2024-04-22,444.6,10,Cancelled
O024844,C09816,12-01-2024,197.54,5,Completed
O024845,C06163,24-04-2024,473.2,,Completed
O024846,C07878,20-10-2023,464.76,0,Completed
O024847,C06667,2024-01-01,211.18,,Completed
O024848,C08186,2023-12-15,435.35,0,Completed
O024849,C02704,10-03-2023,65.28,5,Completed
O024850,C07924,2024-05-22,260.5,5,Completed
O024851,C00085,05-05-2024,359.21,,Completed
O024852,C05659,2024-01-01,179.33,10,Cancelled
O024853,C07958,2023-08-14,21.31,0,Completed
O024854,C04867,2023-07-11,37.18,5,Completed
O024855,C03115,2023-06-27,448.34,10,Cancelled
O024856,C07878,2023-08-10,264.06,0,Completed
O024857,C03673,22-07-2023,84.63,5,Cancelled
O024858,C05925,2024-05-17,452.04,0,Cancelled
O024859,C01374,2023-11-26,471.67,0,Completed
O024860,C09656,2023-09-08,169.77,0,Completed
O024861,C09767,2024-06-06,297.13,0,Completed
O024862,C05012,15-06-2023,169.64,0,Completed
O024863,C05953,2023-11-21,365.38,5,Completed
O024864,C07331,2023-02-19,474.49,0,Cancelled
O024865,C02653,2023-07-10,23.65,0,Completed
O024866,C02091,2023-08-22,240.73,0,Cancelled
O024867,C00297,11-05-2023,401.55,5,Completed
O024868,C01131,09-01-2024,347.69,0,Completed
O024869,C02985,2023-09-11,99.3,0,Completed
O024870,C08909,2023-02-23,202.17,0,Completed
O024871,C07598,30-03-2024,239.46,10,Completed
O024872,C03984,30-04-2023,375.04,,Cancelled
O024873,C06521,03-06-2024,234.96,0,Completed
O024874,C09500,05-03-2024,163.85,0,Completed
O024875,C04427,29-01-2024,213.35,0,Returned
O024876,C04332,2023-09-03,483.78,5,Completed
O024877,C09054,2023-12-25,32.92,0,Completed
O024878,C07819,11-04-2024,173.56,0,Completed
O024879,C04812,2023-03-07,107.01,0,Completed
O024880,C05177,2023-10-23,206.25,10,Completed
O024881,C02485,2023-06-24,297.02,5,Completed
O024882,C09290,14-12-2023,105.2,0,Completed
O024883,C06140,31-03-2024,218.98,0,Completed
O024884,C06263,25-01-2024,415.65,0,Completed
O024885,C00571,2023-03-17,324.64,5,Completed
O024886,C01315,2024-04-24,342.83,10,Completed
O024887,C09140,2023-05-15,470.78,5,Completed
O024888,C07972,05-04-2024,210.39,20,Completed
O024889,C05453,19-08-2023,499.02,10,Completed
O024890,C04596,2023-05-08,197.2,0,Completed
O024891,C08923,18-01-2024,99.52,10,Completed
O024892,C04578,23-12-2023,405.67,0,Completed
O024893,C05589,12-05-2024,259.89,0,Completed
O024894,C00326,2023-12-11,179.03,0,Completed
O024895,C07231,12-03-2023,130.7,10,Completed
O024896,C07348,29-04-2023,412.53,,Completed
O024897,C05948,14-02-2023,286.36,0,Completed
O024898,C03236,2023-03-02,315.96,0,Completed
O024899,C09576,2023-10-07,236.51,0,Completed
O024900,C04074,2023-04-26,115.09,0,Completed
O024901,C08747,06-02-2023,175.42,0,Completed
O024902,C08395,06-04-2023,73.07,0,Completed
O024903,C04786,19-04-2023,177.18,5,Completed
O024904,C04880,2023-09-02,457.22,5,Completed
O024905,C01588,27-09-2023,291.68,0,Completed
O024906,C00453,07-12-2023,32.64,0,Completed
O024907,C03075,11-03-2023,384.43,0,Completed
O024908,C01113,2023-02-11,386.15,0,Completed
O024909,C01075,22-09-2023,382.15,0,Completed
O024910,C03525,2024-03-31,312.1,5,Cancelled
O024911,C04768,03-05-2023,25.44,5,Cancelled
O024912,C08672,2023-07-01,197.49,10,Completed
O024913,C03319,11-03-2023,169.39,0,Completed
O024914,C02934,07-07-2023,20.36,,Completed
O024915,C07851,27-07-2023,51.98,5,Cancelled
O024916,C03795,2023-06-04,216.01,10,Returned
O024917,C02444,11-11-2023,441.57,0,Completed
O024918,C04255,2024-06-10,481.25,0,Completed
O024919,C02513,21-01-2024,374.28,10,Completed
O024920,C09366,2024-05-05,120.56,0,Completed
O024921,C06715,2023-02-03,461.64,0,Completed
O024922,C04655,09-08-2023,489.21,5,Returned
O024923,C01897,05-06-2023,220.82,0,Completed
O024924,C07126,2023-08-25,265.73,0,Completed
O024925,C06687,19-11-2023,179.54,0,Completed
O024926,C02295,27-06-2023,427.5,0,Completed
O024927,C07403,07-05-2024,155.86,0,Completed
O024928,C01356,24-03-2023,63.27,5,Completed
O024929,C01195,2024-03-19,233.44,0,Completed
O024930,C01499,2023-05-26,93.07,10,Cancelled
O024931,C02890,2023-11-24,221.17,0,Completed
O024932,C09221,2023-04-03,296.86,0,Completed
O024933,C00516,2023-03-20,403.28,5,Completed
O024934,C04583,2023-11-09,349.07,0,Completed
O024935,C06799,12-07-2023,371.89,0,Completed
O024936,C09090,2024-04-15,299.35,,Completed
O024937,C05553,04-02-2024,49.87,0,Completed
O024938,C01672,2024-02-09,441.21,0,Completed
O024939,C02772,2023-04-09,352.09,5,Completed
O024940,C05400,2023-10-05,397.05,0,Completed
O024941,C04859,2024-02-05,471.06,0,Completed
O024942,C03043,2023-05-07,484.39,20,Completed
O024943,C00694,2023-07-30,482.11,0,Completed
O024944,C06353,2023-12-15,142.1,0,Completed
O024945,C06862,24-08-2023,427.29,0,Completed
O024946,C07659,2023-05-14,479.75,5,Completed
O024947,C07996,30-10-2023,356.1,0,Completed
O024948,C08351,2024-03-06,360.8,,Completed
O024949,C07168,23-01-2024,443.26,0,Completed
O024950,C06198,12-03-2024,150.9,0,Completed
O024951,C04489,2023-04-21,104.01,,Completed
O024952,C08436,12-04-2023,224.11,0,Completed
O024953,C03746,08-06-2024,475.44,20,Completed
O024954,C05836,03-10-2023,39.63,10,Completed
O024955,C04840,28-05-2024,226.83,10,Completed
O024956,C05456,2023-11-26,348.49,5,Completed
O024957,C07312,07-05-2024,329.12,0,Completed
O024958,C06982,2023-02-18,406.85,,Completed
O024959,C02950,2024-06-02,142.11,0,Completed
O024960,C08483,12-06-2023,124.64,5,Completed
O024961,C05737,28-11-2023,415.45,0,Completed
O024962,C08323,26-04-2023,414.6,5,Completed
O024963,C05397,15-04-2024,131.93,,Completed
O024964,C01415,02-06-2024,225.73,,Completed
O024965,C08094,09-04-2023,231.32,0,Completed
O024966,C06071,13-02-2024,261.5,,Completed
O024967,C03929,09-12-2023,419.85,,Completed
O024968,C06211,2023-11-09,305.66,0,Completed
O024969,C05866,2023-10-13,263.92,0,Completed
O024970,C08585,2024-06-06,151.85,,Completed
O024971,C04073,2023-09-19,29.8,20,Completed
O024972,C02085,2024-03-23,459.87,5,Completed
O024973,C08789,09-10-2023,360.94,0,Completed
O024974,C09752,2023-10-14,46.46,0,Cancelled
O024975,C04988,2023-08-25,155.8,0,Completed
O024976,C03198,14-05-2024,327.05,0,Cancelled
O024977,C09608,2024-01-22,112.47,5,Completed
O024978,C07665,31-08-2023,61.49,0,Returned
O024979,C07625,2023-04-22,279.66,0,Completed
O024980,C01030,2023-02-23,171.23,0,Completed
O024981,C00849,2023-07-03,415.59,0,Completed
O024982,C02998,21-03-2023,475.85,0,Completed
O024983,C05485,03-12-2023,297.95,,Completed
O024984,C06801,19-03-2024,359.32,10,Completed
O024985,C09523,2024-06-09,491.88,0,Cancelled
O024986,C01026,29-04-2024,120.72,0,Completed
O024987,C09010,2023-11-21,453.38,20,Completed
O024988,C06372,2023-10-16,284.08,0,Completed
O024989,C01223,2023-02-19,101.94,10,Completed
O024990,C07932,2023-05-20,151.69,5,Completed
O024991,C09616,2023-08-25,347.16,0,Completed
O024992,C03511,2024-01-15,461.77,20,Completed
O024993,C03534,14-10-2023,68.3,20,Returned
O024994,C03117,07-06-2024,323.23,10,Completed
O024995,C05556,19-02-2024,194.68,5,Completed
O024996,C01569,05-07-2023,167.63,10,Completed
